lokasprettinum,l O: k_h a s p r E h t I n Y m,north_clear,l O:.k_h a.s p r E h.t I n.Y m,l O:1. k_h a0. s p r E1 h. t I0 n. Y0 m,
lokast,l O: k a s t,standard_clear,l O:.k a s t,l O:1. k a0 s t,
lokast,l O: k_h a s t,north_clear,l O:.k_h a s t,l O:1. k_h a0 s t,
losnað,l O s t n a D,all,l O s t.n a D,l O1 s t. n a0 D,
lánanna,l au: n a n a,all,l au:.n a n.a,l au:1. n a0 n. a0,
lánsöm,l au n s 9 m,all,l au n.s 9 m,l au1 n. s 90 m,
lás,l au: s,all,l au: s,l au:1 s,
lækkaður,l ai h k a D Y r,all,l ai h.k a D.Y r,l ai1 h. k a0 D. Y0 r,
léttu,l j E h t Y,all,l j E h.t Y,l j E1 h. t Y0,
lífeyris,l i: v ei r I s,all,l i: v.ei r.I s,l i:1 v. ei0 r. I0 s,
lífeyrissjóðina,l i: v ei r I s j ou D I n a,all,l i: v.ei r.I s.j ou D.I n.a,l i:1 v. ei0 r. I0 s. j ou1 D. I0 n. a0,
línum,l i: n Y m,all,l i:.n Y m,l i:1. n Y0 m,
lítilla,l i: t I t l a,standard_clear,l i:.t I t.l a,l i:1. t I0 t. l a0,
lítilla,l i: t_h I t l a,north_clear,l i:.t_h I t.l a,l i:1. t_h I0 t. l a0,
löggjafar,l 9 G c a v a r,all,l 9 G.c a v.a r,l 91 G. c a0 v. a0 r,
lögregluskýrslu,l 9 G r E k l Y s c i r_0 s t l Y,all,l 9 G.r E k.l Y.s c i r_0 s t.l Y,l 91 G. r E0 k. l Y0. s c i1 r_0 s t. l Y0,
lögregluskýrslu,l 9 G r E k l Y s c i s t l Y,standard_cas,l 9 G.r E k.l Y.s c i s t.l Y,l 91 G. r E0 k. l Y0. s c i1 s t. l Y0,
lögreglustjóranum,l 9 G r E k l Y s t j ou r a n Y m,all,l 9 G.r E k.l Y.s t j ou r. a n. Y m,l 91 G. r E0 k. l Y0. s t j ou1 r. a0 n. Y0 m,
lögregluyfirvöld,l 9 G r E k l Y I v I r v 9 l t,all,l 9 G.r E k.l Y.I.v I r.v 9 l t,l 91 G. r E0 k. l Y0. I1. v I0 r. v 90 l t,
lögvarða,l 9 G v a r D a,all,l 9 G.v a r.D a,l 91 G. v a0 r. D a0,
malaga,m a: l a k a,all,m a:.l a k.a,m a:1. l a0 k. a0,Erlent
management,m a: n a t s m E n_0 t,standard_clear,m a:.n a t s.m E n_0 t,ma:1. n a t s. m E1 n_0 t,Erlent
mannafla,m a n a p l a,all,m a n.a p.l a,m a1 n. a0 p. l a0,
manndráp,m a n t r au p,standard_clear,m a n.t r au p,m a1 n. t r au0 p,
manndráp,m a n t r au p_h,north_clear,m a n.t r au p_h,m a1 n. t r au0 p_h,
mannleg,m a n l E G,all,m a n.l E G,m a1 n. l E0 G,
mannréttindabrot,m a n r j E h t I n t a p r O t,standard_clear,m a n.r j E h.t I n.t a.p r O t,m a1 n. r j E0 h. t I1 n. t a0. p r 10 t,
mannréttindabrot,m a n r j E h t I n t a p r O t_h,north_clear,m a n.r j E h.t I n.t a.p r O t_h,m a1 n. r j E0 h. t I1 n. t a0. p r 10 t_h,
mansal,m a: n s a l,all,m a: n.s a l,m a:1 n. s a0 l,
markatölu,m a r_0 k_h a t_h 9 l Y,all,m a r_0.k_h a.t_h 9.l Y,m a1 r_0. k_h a0. t_h 91. l Y0,
martial,m a r_0 s j a l,all,m a r_0.s j.a l,m a1 r_0. s j. a0 l,Erlent
matsgerðar,m a t s c E r D a r,standard_clear,m a t s.c E r.D a r,m a1 t s. c E0 r. D a0 r,
matsgerðar,m a: t s c E r D a r,northeast_clear,m a: t s.c E r.D a r,m a:1 t s. c E0 r. D a0 r,
matthíasar,m a h t i j a s a r,all,m a h.t i j.a s.a r,m a1 h. t h i1 j. a0 s. a0 r,
meginefni,m ei j I n E p n I,all,m ei j.I n.E p.n I,m ei1 j. I0 n. E1 p. n I0,
meginreglan,m ei j I n r E k l a n,all,m ei j.I n.r E k.l a n,m ei1 j. I0 n. r E1 k. l a0 n,
meginreglur,m ei j I n r E k l Y r,all,m ei j.I n.r E k.l Y r,m ei1 j. I0 n. r E1 k. l Y0 r,
mein,m ei: n,all,m ei: n,m ei:1 n,
melbourne,m E l p O r t n,all,m E l.p O r t n,m E1 l. p O0 r t n,Erlent
menningarnótt,m E n i N k a r n ou h t,all,m E.n i N.k a r.n ou h t,m E1. n i0 N. k a0 r. n ou1 h t,
menntamála,m E n t_h a m au l a,northeast_clear,m E n.t_h a.m au.l a,m E1 n. t_h a0. m au0. l a0,
menntamála,m E n_0 t a m au l a,standard_clear,m E n_0.t a.m au.l a,m E1 n_0. t a0. m au0. l a0,
menntamálanefnd,m E n t_h a m au l a n E m t,northeast_clear,m E n.t a.m au.l a.n E m t,m E1 n. t a0. m au1. l a0. n E1 m t,
menntamálanefnd,m E n_0 t a m au l a n E m t,standard_clear,m E n_0.t a.m au.l a.n E m t,m E1 n_0. t a0. m au1. l a0. n E1 m t,
menntamálanefndar,m E n t_h a m au l a n E m t a r,northeast_clear,m E n.t a.m au.l a.n E m.t a r,m E1 n. t a0. m au1. l a0. n E1 m. t a0 r,
menntamálanefndar,m E n_0 t a m au l a n E m t a r,standard_clear,m E n_0.t a.m au.l a.n E m.t a r,m E1 n_0. t a0. m au1. l a0. n E1 m. t a0 r,
menntamálum,m E n t a m au l Y m,northeast_clear,m E n.t a.m au.l Y m,m E1 n. t a0. m au1. l Y0 m,
menntamálum,m E n_0 t a m au l Y m,standard_clear,m E n_0.t a.m au.l Y m,m E1 n_0. t a0. m au1. l Y0 m,
metum,m E: t Y m,standard_clear,m E:.t Y m,m E:1. t Y0 m,
metum,m E: t_h Y m,north_clear,m E:.t_h Y m,m E:1. t_h Y0 m,
meðlimum,m E D l I m Y m,all,m E D.l I m.Y m,m E1 D. l I0 m. Y0 m,
meðvitað,m E D v I t a D,standard_clear,m E D.v I.t a D,m E1 D. v I0. t a0 D,
meðvitað,m E D v I t_h a D,north_clear,m E D.v I.t_h a D,m E1 D. v I0. t_h a0 D,
milner,m I l n E r,all,m I l.n E r,m I1 l. n E0 r,Erlent
minnisblað,m I n I s p l a D,all,m I n.I s.p l a D,m I1 n. I0 s. p l a1 D,
mismunað,m I s m Y n a D,all,m I s.m Y n.a D,m I1 s. m Y0 n. a0 D,
missirum,m I s I r Y m,all,m I s.I r. Y m,m I1 s. I0 r. Y0 m,
miðjumann,m I D j Y m a n,all,m I D.j Y.m a n,m I1 D. j Y0. m a1 n,
miðjumenn,m I D j Y m E n,all,m I D.j Y.m E n,m I1 D. j Y0. m E1 n,
miðlað,m I D l a D,all,m I D.l a D,m I1 D. l a0 D,
miðvikudagskvöld,m I D v I k Y t a G s k_h v 9 l t,standard_clear,m I D.v I.k Y.t a G s.k_h v 9 l t,m I0 D. v I1. k Y0. t a0 G s. k_h v 90 l t,
miðvikudagskvöld,m I D v I k_h Y t a G s k_h v 9 l t,north_clear,m I D.v I .k_h Y.t a G s.k_h v 9 l t,m I0 D. v I1. k_h Y0. t a0 G s. k_h v 90 l t,
morten,m O r_0 t E n,all,m O r_0.t E n,m O1 r_0. t E0 n,Erlent
moskva,m O s k v a,all,m O s.k v a,m O1 s. k v a0,
murphy,m 9 r f i,all,m 9 r_0.f i,m 91 r_0. f i0,"Erlent, Óviss"
murray,m 9 r ei,all,m 9.r ei,m 91. r ei0,"Erlent, Óviss"
myndarlega,m I n t a r l E G a,all,m I n.t a r.l E. G a,m I1 n. t a0 r. l E1. G a0,
málamiðlun,m au: l a m I D l Y n,all,m au:.l a.m I D.l Y n,m au:1. l a0. m I1 D. l Y0 n,
málsaðilar,m au l s a D I l a r,all,m au l s.a D.I l.a r,m au0 l s. a1 D. I0 l. a0 r,
málshöfðun,m au l s h 9 v D Y n,all,m au l s.h 9 v.D Y n,m au0 l s. h 91 v. D Y0 n,
málslið,m au l s t l I D,all,m au l s t.l I D,m au1 l s t. l I0 D,
málsókn,m au l s ou h k n,all,m au l.s ou h k n,m au1 l. s ou0 h k n,
másson,m au: s O n,all,m au:.s O n,m au:1. s O0 n,
mælinga,m ai: l i N k a,all,m ai:.l i N.k a,m ai:1. l i0 N. k a0,
mílna,m i l n a,all,m i l.n a,m i1 l. n a0,Óviss
mínútunum,m i: n u t Y n Y m,standard_clear,m i:.n u t.O n.Y m,m i:1. n u0 t. O1 n. Y0 m,
mínútunum,m i: n u t_h Y n Y m,north_clear,m i:.n u t_h.O n.Y m,m i:1. n u0 t_h. O1 n. Y0 m,
mótmælendum,m ou t m ai l E n t Y m,all,m ou t.m ai l.E n.t Y m,m ou1 t. m ai0 l. E1 n. t Y0 m,
mögulegu,m 9: G Y l E G Y,all,m 9:.G Y.l E.G Y,m 9:1. G Y0. l E1. G Y0,
möguleikana,m 9: G Y l ei k a n a,standard_clear,m 9:.G Y.l ei k.a n.a,m 9:1. G Y0. l ei1 k. a0 n. a0,
möguleikana,m 9: G Y l ei k_h a n a,north_clear,m 9:.G Y.l ei k_h.a n.a,m 9:1. G Y0. l ei1 k_h. a0 n. a0,
mörkunum,m 9 r_0 k O n Y m,all,m 9 r_0 k.O n.Y m,m 91 r_0 k. O0 n. Y0 m,
múslimar,m u s t l I m a r,all,m u s t.l I m.a r,m u1 s t. l I0 m. a0 r,
músík,m u: s i k,standard_clear,m u:.s i k,m u:1. s i0 k,
músík,m u: s i k_h,north_clear,m u:.s i k_h,m u:1. s i0 k_h,
mýrum,m i: r Y m,all,m i:.r Y m,m i:1. r Y0 m,
nantes,n a h n t_h,northeast_clear,n a h n t_h,n a1 h n t_h,"Erlent, Óviss"
nantes,n a h n_0 t_h,standard_clear,n a h n_0 t_h,n a1 h n_0 t_h,"Erlent, Óviss"
nantes,n a n t_h E s,northeast_clear,n a n.t_h E s,n a1 n. t_h E0 s,"Erlent, Óviss"
nantes,n a n_0 t_h E s,standard_clear,n a n_0.t_h E s,n a1 n_0. t_h E0 s,"Erlent, Óviss"
nauðsynlegra,n 9i D s I n l E G r a,all,n 9i D.s I n.l E G.r a,n 9i1 D. s I0 n. l E1. G r a0,
neitun,n ei: t Y n,standard_clear,n ei:.t Y n,n ei:1. t Y0 n,
neitun,n ei: t_h Y n,north_clear,n ei:.t_h Y n,n ei:1. t_h Y0 n,
nemanja,n E: m a n j a,all,n E:.m a n.j a,n E:1. m a0 n. j a0,Erlent
neyddist,n ei t I s t,all,n ei t. I s t,n ei1 t. I0 s t,
neytendastofa,n ei: t E n t a s t O v a,standard_clear,n ei:.t E n.t a.s t O v.a,n ei:1. t E0 n. t a0. s t O1 v. a0,
neytendastofa,n ei: t_h E n t a s t O v a,north_clear,n ei:.t_h E n.t a.s t O v. a,n ei:1. t_h E0 n. t a0. s t O1 v. a0,
neyðarástandi,n ei: D a r au s t a n t I,all,n ei:.D a r.au s t.a n.t I,n ei:1. D a0 r. au1 s t. a0 n. t I0,
neyðist,n ei: D I s t,all,n ei:.D I s t,n ei:1. D I0 s t,
neyðst,n ei D s t,all,n ei D s t,n ei1 D s t,
nigel,n ai t j E l,all,n ai t.j E l,n ai1 t. j E l,Erlent
nokia,n ou: c_h I a,all,n ou:.c_h I.a,n ou:1. c_h I0. a0,Erlent﻿ábyrg,au: p I r k,all,au:.p I r k,au:1. p I0 r k
nordsjælland,n O r t s j ai l a n t,all,n O r t.s j ai.l a n t,n O1 r t. s j ai1. l a0 n t,erlent
norskir,n O r_0 s c I r,standard_clear,n O r_0 s.c I r,n O1 r_0 s. c I0 r
norskir,n O s c I r,standard_casual,n O s.c I r,n O1 s. c I0 r
notfæra,n O t f ai r a,all,n O t.f ai.r a,n O1 t. f ai0. r a0
námskeiðin,n au m s c ei D I n,all,n au m. s c ei.D I n,n au1 m. s c ei0. D I0 n
námslán,n au m s t l au n,all,n au m. s t l au n,n au1 m. s t l au0 n
nánum,n au: n Y m,all,n au:.n Y m,n au:1. n Y0 m
náðust,n au: D Y s t,all,n au:.D Y s t,n au:1. D Y0 s t
næga,n ai: G a,all,n ai:.G a,n ai:1. G a0
nægar,n ai: G a r,all,n ai:.G a r,n ai:1. G a0 r
nægileg,n ai: j I l E G,all,n ai:.j I.l E G,n ai:1. j I0. l E0 G
nægjanlegt,n ai: j a n l E x t,all,n ai:.j a n.l E x t,n ai:1. j a0 n. l E0 x t
næringu,n ai: r i N k Y,all,n ai:.r i N.k Y,n ai:1. r i0 N. k Y0
næðist,n ai: D I s t,all,n ai:.D I s t,n ai:1. D I0 s t
níutíu,n i: Y t_h i j Y,all,n i:.Y.t_h i.j Y,n i:1. Y0. t_h i1. j Y0
nóttunni,n ou h t Y n I,all,n ou h.t Y.n I,n ou1 h. t Y0. n I0
nýherja,n i: h E r j a,all,n i:.h E r.j a,n i:1. h E0 r. j a0
nýlegar,n i: l E G a r,all,n i:.l E.G a r,n i:1. l E0. G a0 r
nýlegum,n i: l E G Y m,all,n i:.l E.G Y m,n i:1. l E0. G Y0 m
nýliða,n i: l I D a,all,n i:.l I.D a,n i:1. l I0. D a0
nýliðnu,n i: l I D n Y,all,n i:.l I D.n Y,n i:1. l I0 D. n Y0
nýlokið,n i: l O c I D,standard_clear,n i:.l O.c I D,n i:1. l O1. c I0 D
nýlokið,n i: l O c_h I D,north_clear,n i:.l O.c_h I D,n i:1. l O1. c_h I0 D
nýttir,n i h t I r,all,n i h.t I r,n i1 h. t I0 r
offitu,O f I t Y,standard_clear,O.f I.t Y,O1. f I0. t Y0
offitu,O f I t_h Y,north_clear,O.f I.t_h Y,O1. f I0. t_h Y0
ofsalega,O f s a l E G a,all,O f.s a.l E.G a,O1 f. s a0. l E1. G a0
olíufélaganna,O: l i j Y f j E l a G a n a,all,O.l i.j Y.f j E.l a.G a.n a,O1. l i0. j Y0. f j E1. l a. G a1. n a0
opinni,O: p I n I,standard_clear,O:.p I.n I,O:1. p I0. n I0
opinni,O: p_h I n I,north_clear,O:.p_h I.n I,O:1. p_h I0. n I0
organista,O r k a n I s t a,all,O r.k a.n I s.t a,O1 r. k a0. n I1 s. t a0
orðs,O r D s,all,O r T s,O1 r T s
osama,ou s a m a,all,ou.s a.m a,ou0. s a1. m a0,erlent
our,au: E r,all,au:. E r,au:1. E0 r,erlent
palermo,p_h a: l E r m O,all,p_h a:.l E r.m O,p_h a:1. l E0 r. m O0,erlent
partinn,p_h a r_0 t I n,all,p_h a r_0.t I n,p_h a1 r_0. t I0 n
peningunum,p_h E: n i N k O n Y m,all,p_h E:.n i N.k O.n Y m,p_h E:1. n i0 N. k O1. n Y0 m
persónulegar,p_h E r_0 s ou n Y l E G a r,all,p_h E r_0.s ou.n Y.l E.G a r,p_h E1 r_0. s ou0. n Y0. l E1. G a0 r
persónuleiki,p_h E r_0 s ou n Y l ei c I,standard_clear,p_h E r_0.s ou.n Y.l ei.c I,p_h E1 r_0. s ou0. n Y0. l ei1. c I0
persónuleiki,p_h E r_0 s ou n Y l ei c_h I,north_clear,p_h E r_0.s ou.n Y.l ei.c_h I,p_h E1 r_0. s ou0. n Y0. l ei1. c_h I0
philip,f I: l I p,north_clear,f I:.l I p_h,f I:1. l I0 p_h,erlent
philip,f I: l I p,standard_clear,f I:.l I p,f I:1. l I0 p,erlent
pitt,p_h I h t,all,p_h I h t,p_h I1 h t,erlent
portúgals,p_h O r_0 t u G a l s,standard_clear,p_h O r_0.t u.k a l s,p_h O1 r_0. t u0. k a1 l s
prentuð,p_h r E n t_h Y D,northeast_clear,p_h r E n.t_h Y D,p_h r E1 n. t_h Y0 D
prentuð,p_h r E n_0 t Y D,standard_clear,p_h r E n_0.t Y D,p_h r E1 n_0. t Y0 D
pressan,p_h r E s a n,all,p_h r E s.a n,p_h r E1 s. a0 n
prýðilega,p_h r i: D I l E G a,all,p_h r i:.D I.l E.G a,p_h r i:1. D I0. l E1. G a0
pétursborg,p_h j E: t Y r_0 s p O r k,standard_clear,p_h j E:.t Y r_0 s.p O r k,p_h E:1. t Y0 r_0 s. p O1 r k
pétursborg,p_h j E: t_h Y r_0 s p O r k,north_clear,p_h j E:.t_h Y r_0 s.p O r k,p_h j E:1. t_h Y0 r_0 s. p O1 r k
pínulítið,p_h i: n Y l i t I D,standard_clear,p_h i:.n Y.l i.t I D,p_h i:1. n Y0. l i1. t I0 D
pínulítið,p_h i: n Y l i t_h I D,north_clear,p_h i:.n Y.l i.t_h I D,p_h i:1. n Y0. l i1. t_h I0 D
pólsku,p_h ou l s k Y,all,p_h ou l.s k Y,p_h ou1 l. s k Y0
rafrænum,r a v r ai n Y m,all,r a v.r ai.n Y m,r a1 v. r ai0. n Y0 m
rakinn,r a: c I n,standard_clear,r a:.c I n,r a:1. c I0 n
rakinn,r a: c_h I n,north_clear,r a:.c_h I n,r a:1. c_h I0 n
raktar,r a x t a r,all,r a x.t a r,r a1 x. t a0 r
randers,r a n t E r_0 s,all,r a n.t E r_0 s,r a1 n. t E0 r_0 s,erlent
ranieri,r a n I E r I,all,r a.n i.E.r I,r a0. n I0. E1. r I0,erlent
raskað,r a s k a D,all,r a s.k a D,r a1 s. k a0 D
ratað,r a: t a D,standard_clear,r a:.t a D,r a:1. t a0 D
ratað,r a: t_h a D,north_clear,r a:.t_h a D,r a:1. t_h a0 D
raungildi,r 9i J c I l t I,all,r 9i J.c I l.t I,r 9i1 J. c I0 l. t I0
raunverulegar,r 9i n v E r Y l E G a r,all,r 9i n.v E.r Y.l E.G a r,r 9i1 n. v E0. r Y0. l E1. G a0 r
raunveruleika,r 9i n v E r Y l ei k a,standard_clear,r 9i n.v E.r Y.l ei.k a,r 9i1 n. v E0. r Y0. l ei1. k a0
raunveruleika,r 9i: n v E r Y l ei k_h a,north_clear,r 9i: n.v E.r Y.l ei.k_h a,r 9i:1 n. v E0. r Y0. l ei1. k_h a0
reglugerða,r E k l Y c E r D a,all,r E k.l Y.c E r.D a,r E1 k. l Y0. c E1 r. D a0
reglugerðin,r E k l Y c E r D I n,all,r E k.l Y.c E r.D I n,r E1 k. l Y0. c E1 r. D I0 n
reglulegu,r E k l Y l E G Y,all,r E k.l Y.l E.G Y,r E1 k. l Y0. l E1. G Y0
regína,r E: c i n a,all,r E:.c i.n a,r E:1. c i0. n a0
reid,r i: t,all,r i: t,r i:1 t,erlent
reif,r ei: f,all,r ei: v,r ei:1 f
reiknaði,r ei h k n a D I,all,r ei h k.n a.D I,r ei1 h k. n a0. D I0
reisir,r ei: s I r,all,r ei:.s I r,r ei:1. s I0 r
reitt,r ei h t,all,r ei h t,r ei1 h t
rekist,r E: c I s t,standard_clear,r E:.c I s t,r E:1. c I0 s t
rekist,r E: c_h I s t,north_clear,r E:.c_h I s t,r E:1. c_h I0 s t
rekstrarkostnað,r E k s t r a r_0 k_h O s t n a D,all,r E k.s t r a r_0.k_h O s.t n a D,r E1 k. s t r a0 r_0. k_h O1 s. t n a0 D
rekstrarkostnaði,r E k s t r a r_0 k_h O s t n a D I,all,r E k.s t r a r_0.k_h O s.t n a.D I,r E1 k. s t r a0 r_0. k_h O1 s. t n a0. D I0
renndi,r E n t I,all,r E n.t I,r E1 n. t I0
repúblikanar,r E: p_h u p l I k_h a n a r,all,r E:.p_h u.p l I.k_h a.n a r,r E:1. p_h u0.p l I0. k_h a1. n a0 r
restina,r E s t I n a,all,r E s.t I.n a,r E1 s. t I0. n a0
reykvíkingar,r ei: k v i c i N k a r,standard_clear,r ei:.k v i.c i N.k a r,r ei:1. k v i0. c i1 N. k a0 r
reykvíkingar,r ei: k_h v i c_h i N k a r,north_clear,r ei:.k_h v i.c_h i N.k a r,r ei:1. k_h v i0. c_h i1 N. k a0 r
rithöfunda,r I t h 9 v Y n t a,all,r I t.h 9.v Y n.t a,r I1 t. h 90. v Y1 n. t a0
robben,r O p E n,all,r O p.E n,r O1 p. E0 n,erlent
rolling,r ou l i N k,all,r ou.l i N k,r ou1. l i0 N k,erlent
romney,r O m n i,all,r O m.n i,r O1 m. n i0,erlent
rosberg,r ou s p E r k,all,r ou: s.p E r k,r ou:1 s. p E0 r k,erlent
rover,r ou: v E r,all,r ou:.v E r,r ou:1. v E0 r,erlent
runólfsson,r Y: n ou l f s O n,standard_clear,r Y:.n ou l f.s O n,r Y:1. n ou0 l f. s O1 n
runólfsson,r Y: n ou l s O n,standard_casual,r Y:.n ou l.s O n,r Y:1. n ou0 l. s O1 n
ruth,r Y: t,standard_clear,r Y: t,r Y:1  t
ruth,r Y: t_h,north_clear,r Y: t_h,r Y:1 t_h
ráðh,r au T h E r a,all,r au T.h E r.a,r au1 T. h E0 r. a,skst.
ráðningar,r au D n i N k a r,all,r au D.n i N.k a r,r au1 D. n i0 N. k a0 r
ráðstöfunartekjur,r au D s t 9 v Y n a r_0 t_h E c Y r,north_clear,r au D.s t 9.v Y.n a r_0.t_h E.c Y r,r au1 D. s t 90. v Y0. n a0 r_0. t_h E1. c Y0 r
ráðstöfunartekjur,r au D s t 9 v Y n a r_0 t_h E c Y r,standard_clear,r au D.s t 9.v Y.n a r_0.t_h E.c Y r,r au1 D. s t 90. v Y0. n a0 r_0. t_h E1. c Y0 r
ráðuneytisstjóra,r au: D Y n ei t I s t j ou r a,standard_clear,r au:.D Y.n ei.t I s.t j ou.r a,r au:1. D Y0. n ei0. t I0 s. t j ou1. r a0
ráðuneytisstjóra,r au: D Y n ei t_h I s t j ou r a,north_clear,r au:.D Y.n ei.t_h I s.t j ou.r a,r au:1. D Y0. n ei1. t_h I0 s. t j ou1. r a0
réttlætt,r j E h t l ai h t,all,r j E h.t l ai h t,r j E1 h. t l ai0 h t
ríkisfang,r i: c I s f au N k,standard_clear,r i:.c I s.f au N k,r i:1. c I0 s. f au1 N k
ríkisfang,r i: c_h I s f au N k,north_clear,r i:.c_h I s.f au N k,r i:1. c_h I0 s. f au1 N k
ríkisstjóri,r i: c I s t j ou r I,standard_clear,r i:.c I s.t j ou.r I,r i:1. c I0 s. t j ou1. r I0
ríkisstjóri,r i: c_h I s t j ou r I,north_clear,r i:.c_h I s.t j ou.r I,r i:1. c_h I0 s. t j ou1. r I0
ríkisstjórna,r i: c I s t j ou r t n a,standard_clear,r i:.c I s.t j ou r.t n a,r i:1. c I0 s. t j ou1 r. t n a0
ríkisstjórna,r i: c_h I s t j ou r t n a,north_clear,r i:.c_h I s.t j ou r.t n a,r i:1. c_h I0 s. t j ou1 r. t n a0
ríkisstjórna,r i: c_h I s t j ou r t n a,standard_casual,r i:.c I s.t j ou t.n a,r i:1. c I0 s. t j ou1 t. n a0
ríkisstjórnarflokkanna,r i: c I s t j ou r t n a r_0 f l O h k a n a,standard_clear,r i:.c I s.t j ou r.t n a r_0.f l O h.k a.n a,r i:1. c I0 s. t j ou1 r. t n a0 r_0. f l O1 h. k a0. n a0
ríkisstjórnarflokkanna,r i: c_h I s t j ou r t n a r f l O h k a n a,standard_casual,r i:.c I.s t j ou t.n a.f l O h.k a.n a,r i:1. c_h I0 s. t j ou1 t. n a0. f l O1 h. k a0. n a0
ríkisstjórnarflokkanna,r i: c_h I s t j ou r t n a r f_0 l O h k a n a,north_clear,r i:.c_h I s.t j ou r.t n a r_0.f l O h.k a.n a,r i:1. c_h I0 s. t j ou1 r. t n a0 r_0. f l O1 h. k a0. n a0
róberts,r ou: p E r_0 s,standard_casual,r ou:.p E r_0 s,r ou:1. p E0 r_0 s
róberts,r ou: p E r_0 t s,standard_clear,r ou:.p E r_0 t s,r ou:1. p E0 r_0 t s
róttækar,r ou: t_h ai k a r,standard_clear,r ou.t_h ai.k a r,r ou1. t_h ai0. k a0 r
róttækar,r ou: t_h ai k_h a r,north_clear,r ou.t_h ai.k_h a r,r ou1. t_h ai0. k_h a0 r
rökstudd,r 9: k s t Y t,all,r 9: k.s t Y t,r 9:1 k. s t Y0 t
rökstuddur,r 9: k s t Y t Y r,all,r 9: k.s t Y t.Y r,r 9:1 k. s t Y0 t. Y0 r
rösklega,r 9 s k l E G a,all,r 9 s.k l E.G a,r 91 s. k l E0. G a0
rúms,r u m s,all,r u m s,r u1 m s
rúnari,r u: n a r I,all,r u:.n a.r I,r u:1. n a0. r I0
rúnarsdóttir,r u: n a r_0 s t ou h t I r,all,r u:.n a r_0 s.t ou h.t I r,r u:1. n a0 r_0 s. t ou1 h. t I0 r
rústum,r u s t Y m,all,r u s.t Y m,r u1 s. t Y0 m
rýra,r i: r a,all,r i:.r a,r i:1. r a0
saddams,s a t a m s,all,s a t.a m s,s a1 t. a0 m s
sakborninga,s a: k p O r t n i N k a,standard_clear,s a: k.p O r. t n i N.k a,s a:1 k. p O0 r. t n i1 N. k a0
sakborninga,s a: k p O t n i N k a,standard_casual,s a: k.p O t.n i N.k a,s a:1 k. p O0 t. n i1 N. k a0
saksóknarar,s a: k s ou h k n a r a r,all,s a: k.s ou h.k n a.r a r,s a:1 k. s ou0 h. k n a1. r a0 r
samdrátturinn,s a m t r au h t Y r I n,all,s a m.t r au h.t Y.r I n,s a1 m. t r au1 h. t Y0. r I0 n
samferða,s a m f E r D a,all,s a m.f E r.D a,s a1 m. f E0 r. D a0
samfélögum,s a m f j E l 9 G Y m,all,s a m.f j E.l 9.G Y m,s a1 m. f j E0. l 91. G Y0 m
samræmingu,s a m r ai m i N k Y,all,s a m.r ai.m i N.k Y,s a1 m. r ai0. m i1 N. k Y0
samræðum,s a m r ai D Y m,all,s a m r.ai.D Y m,s a1 m r. ai0. D Y0 m
samskipa,s a m s c I p a,standard_clear,s a m.s c I.p a,s a1 m. s c I0. p a0
samskipa,s a m s c I p_h a,north_clear,s a m.s c I.p_h a,s a1 m. s c I0. p_h a0
samsung,s a m s u N ,all,s a m.s u N ,s a1 m. s u0 N,erlent
samvisku,s a m v I s k Y,all,s a m.v I s.k Y,s a1 m. v I0 s. k Y0
sanders,s a n t E r_0 s,all,s a n.t E r_0 s,s a1 n. t E0 r_0 s,erlent
sanngjarn,s a J c a t n_0,standard_casual,s a J.c a t n_0,s a1 J. c a0 t n_0
sanngjarn,s a n c a r t n_0,standard_clear,s a J.c a r t n_0,s a1 J. c a0 r t n_0
sannkölluð,s a n k_h 9 l Y D,all,s a n.k_h 9.t l Y D,s a1 n. k_h 90. t l Y0 D
sannleika,s a n l ei k a,standard_clear,s a n.l ei.k a,s a1 n. l ei0. k a0
sannleika,s a n l ei k_h a,north_clear,s a n.l ei.k_h a,s a1 n. l ei0. k_h a0
sannleikanum,s a n l ei k a n Y m,standard_clear,s a n.l ei.k a.n Y m,s a1 n. l ei0. k a0. n Y0 m
sannleikanum,s a n l ei k_h a n Y m,north_clear,s a n.l ei.k_h a.n Y m,s a1 n. l ei0. k_h a0. n Y0 m
santiago,s a n t_h I a k ou,north_clear,s a n.t_h I.a.k ou,s a0 n. t_h I0. a1. k ou0,erlent
santiago,s a n_0 t I k ou,standard_clear,s a n_0.t I.a.k ou,s a1 n_0. t I0.a1. k ou0,erlent
sea,s i:,all,si:,si:1
sekta,s E x t a,all,s E x.t a,s E1 x. t a0
sektar,s E x t a r,all,s E x.t a r,s E1 x. t a0 r
selfyssinga,s E l f I s i N k a,all,s E l.f I s.i N.k a,s E1 l. f I0. s i1 N. k a0
sendiráðinu,s E n t I r au D I n Y,all,s E n.t I.r au.D I.n Y,s E1 n. t I0. r au1. D I0. n Y0
sendiráðsins,s E n t I r au D s I n s,all,s E n.t I.r au D.s I n s,s E1 n. t I0. r au1 D. s I0 n s
serbía,s E r p i a,all,s E r.p i.a,s E1 r. p i0. a0
sergei,s E r k ei,all,s E r.k ei,s E1 r. k ei0,erlent
seríu,s E: r i Y,all,s E:.r i.j Y,s E:1. r i0. j Y0
sigmundi,s I G m Y n t I,all,s I G.m Y n.t I,s I1 G. m Y0 n. t I0
sigurborg,s I: G Y r p O r k,all,s I:.G Y r.p O r k,s I:1. G Y0 r. p O1 r k
